資料番号,書誌ID,書誌情報,請求記号,巻冊次等／表示用巻号／製本巻号,学年,利用者区分名称,所属名称,貸出カウンタ種別名称,返却カウンタ種別名称,和洋区分名称,所在名称,貸出日,貸出時刻,貸出曜日,返却日,返却時刻
00140090551,TT21967191,"最新の有機化学演習 : 有機化学の復習と大学院合格に向けて / 東郷秀雄著. -- 裳華房, 2014.2. -- v, 265p : 挿図 ; 21cm.",PA312/0275,,02,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,164937,4,20160628,173816
00130174978,TT21945640,"ベーシック量子論 / 土屋賢一著. -- 裳華房, 2013.8. -- viii, 202p ; 21cm.",MC53/0336,,01,学生,薬学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165051,4,20160620,130745
00060079031,TT21553599,"絶対わかる量子力学 / 白石清著. -- 講談社, 2006.3. -- v, 144p : 挿図 ; 21cm. -- (絶対わかる物理シリーズ).",MC53/0253,,01,学生,薬学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165058,4,20160620,130742
00100253643,TT21811625,"Dead before midnight / [by] Pamela Pollack and Meg Belviso ; : pbk. -- Heinle cengage learning, c2011. -- 62 p. : ill. ; 21 cm. -- (Page turners / Rob Waring, series editor ; Headwords levels 7).",KS61/24,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,165100,4,20160610,204332
00140348927,TT21988339,"Glee : summer break / by Sophia Lowell ; based on the series created by Ryan Murphy & Brad Falchuk & Ian Brennan ; : [CD pack], : [pbk.]. -- Scholastic, 2012. -- 64 p. : col. ill. ; 20 cm. -- (Scholastic reader ; Level 3).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,165110,4,20160615,143503
00150001770,TT22010098,"glee : foreign exchange / by Sophia Lowell ; : pbk, : [CD pack]. -- Mary Glasgow Magazines (Scholastic), 2012. -- 56 p. : col., ill. ; 20 cm. -- (Scholastic reader ; Level 2).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,165114,4,20160615,143504
00080155771,TT21669252,"はじめて学ぶ量子力学 / 阿部龍蔵著. -- サイエンス社, 2008.4. -- v, 151p ; 21cm. -- (ライブラリはじめて学ぶ物理学 ; 5).",MC53/0274,,01,学生,薬学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165117,4,20160620,130744
00140100185,TT21766188,"Ugly Betty ; : [CD pack]. -- Scholastic, 2009. -- 56 p : ill. ; 20 cm. -- (Scholastic reader ; Level 2).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,165117,4,20160604,181500
00140100151,TT21988215,"Night at the museum : battle of the Smithsonian / based on the novelization by Michael Anthony Steele ; based on the screen Story and screenplay by Robert Ben Garant & Thomas Lennon ; : [Text], : [CD pack]. -- Scholastic, 2009. -- 56 p. : col. ill. ; 20 cm. -- (Scholastic reader ; Level 2).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,165123,4,20160615,143505
00140101025,TT21766020,"X-men : the last stand / based on the novelization by Danny Fingeroth ; based on the screenplay by Simon Kinberg & Zak Penn ; : [TEXT], : [CD pack]. -- Scholastic, c2007. -- 64 p. : ill. ; 20 cm. -- (Scholastic reader ; Level 3).",KS61/17,: [TEXT],01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,165126,4,20160615,143506
00120139535,TT21885151,"物理化学要論 / Peter Atkins, Julio de Paula [著] ; 千原秀昭, 稲葉章訳. -- 第5版. -- 東京化学同人, 2012.2. -- xviii, 572p : 挿図 ; 26cm.",PA31/029,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165150,4,20160617,200221
00960279048,TT21018066,"材料の物理化学 / David V.Ragone [著] ; 寺尾光身監訳 ; 1, 2. -- 丸善, 1996. -- 2冊 ; 21cm.",MC46/0142,1,02,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165159,4,20160614,102159
00100294803,TT21813650,"最新・心理学序説 / 久保田圭伍, 野口京子編. -- 金子書房, 2002.4. -- xiii, 304p : 挿図 ; 21cm.",SB21/0456,,03,学生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165219,4,20160618,115900
00150212805,TT22033661,"生きづらさからの脱却 : アドラーに学ぶ / 岸見一郎著. -- 筑摩書房, 2015.9. -- 265p ; 19cm. -- (筑摩選書 ; 0120).",SB35/0526,,03,学生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165224,4,20160613,095903
00021013208,TT21167403,"社会的ジレンマ : 「環境破壊」から「いじめ」まで / 山岸俊男著. -- PHP研究所, 2000.7. -- 227p : 挿図 ; 18cm. -- (PHP新書 ; 117).",EC221/0288,,04,学生,文学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165306,4,20160608,214439
01850600962,TT20158096,"図説気象学 / 根本順吉 [ほか] 著. -- 朝倉書店, 1982.7. -- vii, 229p ; 26cm.",ME111/021,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,165410,4,20160601,173733
00030115683,TT21369289,"英和翻訳の原理・技法 / 中村保男著. -- 日外アソシエーツ, 2003.3. -- 275p ; 22cm.",KE26/072,,,学生,理学部,本館メインカウンター,北青葉山分館,和書,本館2F学閲,20160601,165440,4,20160613,165941
00930045973,TT20231073,"超伝導・超流動 / 恒藤敏彦著. -- 岩波書店, 1993.4. -- ix, 190p ; 22cm. -- (岩波講座現代の物理学 / 江沢洋 [ほか] 編 ; 17).",MC15/019,,,学生,理学部,本館メインカウンター,北青葉山分館,和書,本館2F学閲,20160601,165447,4,20160613,165945
00920341024,TT20220621,"局在・量子ホール効果・密度波 / 長岡洋介, 安藤恒也, 高山一著. -- 岩波書店, 1993.2. -- xi, 252p ; 22cm. -- (岩波講座現代の物理学 / 江沢洋 [ほか] 編 ; 18).",MC15/019,,,学生,理学部,本館メインカウンター,北青葉山分館,和書,本館2F学閲,20160601,165451,4,20160613,165948
00140243746,TT21715842,"Aladdin and the enchanted lamp / retold by Judith Dean ; illustrated by Thomas Sperling ; : [book with audio CD], : audio CD. -- Oxford University Press, c2008. -- 56 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Fantasy & horror ; stage 1).",KS61/15,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,165959,4,20160623,151157
00140105558,TT21716025,"The monkey's paw / W.W. Jacobs ; retold by Diane Mowat ; : [book with audio CD], : audio CD. -- Oxford University Press, c2008. -- 56 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Fantasy & horror ; stage 1).",KS61/15,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,170003,4,20160623,151156
00100244353,TT21716073,"The adventures of Tom Sawyer / Mark Twain ; retold by Nick Bullard ; illustrated by Paul Fisher Johnson ; : [book with audio CD], : audio CD. -- Oxford University Press, c2008. -- 56 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Classics ; stage 1).",KS61/15,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,170007,4,20160623,151154
00130325206,TT21920232,"Les mis?rables / retold by Jennifer Bassett ; illustrated by Giorgio Bacchin ; : pbk, : [book with audio CD]. -- Oxford University Press, 2012. -- 56 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Human interest ; stage 1).",KS61/15,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,170010,4,20160623,151154
00140244645,TT21717508,"Remember Miranda / Rowena Akinyemi ; : [book with audio CD], : audio CD. -- Oxford University Press, c2008. -- 56 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Human interest ; stage 1).",KS61/15,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,170016,4,20160623,151155
00110396659,TT21716172,"Sherlock Holmes short stories / Sir Arthur Conan Doyle ; retold by Clare West ; : simplified ed, : [book with audio CD], : audio CD. -- Oxford University Press, c2008. -- 56 p. : ill. ; 20 cm. -- (Oxford bookworms library / series editor, Jennifer Bassett ; Crime & mystery ; stage 2).",KS61/15,[book with audio CD],01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,170021,4,20160623,151152
00930331114,TT20281097,"せんだい地学ハイキング : 気分は宝さがし / 地学団体研究会仙台支部編. -- 宝文堂, 1993.7. -- 140p ; 21cm.",ME614/017,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,170119,4,20160613,121232
00090048916,TT20175729,"仙台の地学 / 地学団体研究会仙台支部編. -- 新版. -- 東北教育図書, 1974.6. -- 152p : 付図2枚 ; 21cm.",ME614/01,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,170127,4,20160613,121229
00140312260,TT21933789,"The outer planets / Tim Goss and Geza Gyuk ; : pbk. -- Rev. and updated. -- Heinemann Library, c2008. -- 32 p. : ill. (some col.) ; 24 cm. -- (Heinemann infosearch . The universe).",KS61/53,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,170134,4,20160602,174317
00140255669,TT21962635,"The choice / Sue Leather. -- National Geographic Learning, Cengage Learning, c2015. -- 46 p. : ill. ; 21 cm. -- (Page turners / Rob Waring, series editor ; Headwords levels 6).",KS61/24,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,170711,4,20160615,142844
00110398663,TT21765227,"Forrest gump / Winston Groom ; retold by John Escott ; [book], [book and CD pack]. -- Pearson Education, 2008. -- v, 48 p. : ill. ; 20 cm. -- (Penguin readers ; level 3).",KS61/19,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,170715,4,20160615,142844
00140301353,TT21765340,"The thirty-nine steps / John Buchan ; retold by Roland John ; [book], [book and CD pack]. -- Pearson Education, 2008. -- vii, 84 p. : ill. ; 20 cm. -- (Penguin readers ; level 3).",KS61/19,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,170718,4,20160615,142843
00140302071,TT21765131,"The voyages of Sindbad the sailor / retold by Pauline Francis ; [book], [CD pack]. -- Pearson Education, 2008. -- v, 44 p. : col. ill. ; 20 cm. -- (Penguin readers ; level 2).",KS61/19,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,170721,4,20160615,142801
00120299503,TT21918977,"Marley & me / John Grogan ; retold by Anne Collins ; : [book and audio CD pack]. -- Pearson Education, 2012. -- iv, 43 p. : chiefly col. ill. ; 20 cm. -- (Penguin readers ; level 2).",KS61/19,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,170725,4,20160615,142801
00150078414,TT22019060,"ライプニッツ / フランクリン・パーキンズ著 ; 梅原宏司, 川口典成訳. -- 講談社, 2015.5. -- 293p ; 19cm. -- (講談社選書メチエ ;  600 . 知の教科書).",HD47/034,,01,学生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,170742,4,20160627,155305
00140256442,TT21762563,"Frankenstein / Mary Shelley ; retold by Margaret Tarner ; : [pbk], audio CD. -- Macmillan Heinemann ELT, 2005. -- 68 p. : ill. ; 20 cm. + 1 audio CD (12 cm.). -- (Macmillan readers ; 3. elementary level).",KS61/18,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,170957,4,20160615,161841
00140348761,TT21987953,"Prince William & Kate Middleton : their story / Vicky Shipton ; : [CD pack], : [pbk]. -- Scholastic, 2011. -- 56 p. : col. ill. ; 20 cm. -- (Scholastic reader ; Level 2).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,171000,4,20160615,161840
00140116041,TT21988916,"Nelson Mandela / by Vicky Shipton. -- Scholastic, 2011. -- 56 p. : col. ill. ; 20 cm. -- (Scholastic reader ; Level 2).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,171008,4,20160615,161843
00140291068,TT22002821,"Johnny English reborn / adapted by Lynda Edwards ; based on the story by William Davies and screenplay by Hamish McColl from the motion picture ""Jonny English reborn"" ; : pbk, : [CD pack]. -- Scholastic, 2012. -- 56 p. : col. ill. ; 20 cm. -- (Scholastic reader ; Level 2).",KS61/17,,01,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,171013,4,20160615,161841
00050033279,TT21487223,"情報セキュリティと法制度 / 東倉洋一 [ほか] 著. -- 丸善, 2005.3. -- xii, 192p : 挿図 ; 18cm. -- (丸善ライブラリー ;  368 . 情報研シリーズ ; 2).",US1/0206/368,,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館1F学閲新書丸善ライブラリ,20160601,171052,4,20160602,173633
00140389244,TT22007836,"航空機材料 / 日本航空技術協会編. -- 第3版. -- 日本航空技術協会, 2014.3. -- iv, 191p : 挿図 ; 26cm. -- (航空工学講座 / 日本航空技術協会 [編] ; 第4巻).",NC111/049,,03,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,171124,4,20160602,163522
00120320357,TT21935574,"Ancient Egypt / Liz Gogerly ; : pbk. -- Express ed. -- Raintree, c2008. -- 64 p. : col. ill., col. map ; 24 cm. -- (Raintree freestyle express . Time travel guides).",KS61/66,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,171202,4,20160608,160152
00130364595,TT21935579,"Ancient Greece / Anna Claybourne ; : pbk. -- Express ed. -- Raintree, c2008. -- 64 p. : ill. (chiefly col.), col. maps ; 24cm. -- (Raintree freestyle express . Time travel guides).",KS61/66,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,171211,4,20160608,160151
00120317885,TT21935575,"Ancient China / Jane Shuter ; : pbk. -- Express ed. -- Raintree, c2008. -- 64 p. : col. ill., col. map ; 24 cm. -- (Raintree freestyle express . Time travel guides).",KS61/66,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,171216,4,20160608,160154
00880079371,TT20041037,"Fr?le bonheur : essai sur Rousseau / Tzvetan Todorov. -- Hachette, c1985. -- 91 p. ; 18 cm. -- (Textes du XXe si?cle).",HD122/63,,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫,20160601,171352,4,20160622,160435
00100105951,TT21782528,"トートラ人体の構造と機能 / Gerard J. Tortora, Bryan Derrickson [著] ; 桑木共之 [ほか] 共訳. -- 第3版. -- 丸善, 2010.3. -- xi, 1276p : 挿図 ; 26cm.",SC61/074,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,171356,4,20160603,161342
00040012978,TT21412898,"音楽の基礎 / 芥川也寸志著. -- 岩波書店, 1971.8. -- ii, 198, 4p ; 18cm. -- (岩波新書 ; 青-795).",US1/0228/B795,,02,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館1F学閲新書岩波新書,20160601,171715,4,20160620,152932
00090232427,TT21131393,"ミクロ経済学 / 武隈愼一著. -- 増補版. -- 新世社. -- viii, 388p ; 22cm. -- (新経済学ライブラリ ; 4).",DA1/0441,,02,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,171725,4,20160620,152944
00060199517,TT20044398,"電気回路 : 三相・過渡現象・線路 / 喜安善市, 斎藤伸自著. -- 朝倉書店, 1977.8. -- viii, 246p ; 22cm. -- (電気工学基礎講座 ; 6).",ND15/03,,03,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,171808,4,20160607,174057
00140250775,TT21999187,"解説百人一首 / 橋本武著. -- 筑摩書房, 2014.12. -- 335p : 挿図 ; 15cm. -- (ちくま学芸文庫 ; [ハ41-2]).",KG135/0122,,02,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館1F学閲新書ちくま学芸,20160601,172013,4,20160606,162936
00110206261,TT21634404,"RとRコマンダーではじめる多変量解析 / 荒木孝治編著. -- 日科技連出版社, 2007.10. -- vii, 210p : 挿図 ; 21cm.",MA211/0947,,03,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,172219,4,20160609,111052
00110017981,TT21815337,"ホーキング、宇宙と人間を語る / スティーヴン・ホーキング, レナード・ムロディナウ著 ; 佐藤勝彦訳. -- エクスナレッジ, 2011.1. -- 270p ; 20cm.",MB31/0143,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,172312,4,20160613,125034
00130310787,TT21966246,"IT幸福論 / 岩本敏男著. -- 東洋経済新報社, 2013.12. -- 244p : 挿図 ; 20cm.",DK411/0580,,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,172418,4,20160620,095608
00090223921,TT21752955,"ネットで調べる経済指標 / 久保田博幸著. -- 毎日コミュニケーションズ, 2008.3. -- 228p ; 19cm.",DA71/023,,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,172419,4,20160620,095611
00150070162,TT22017855,"公共経済学 / 小川光, 西森晃著. -- 中央経済社, 2015.3. -- 243p : 挿図 ; 21cm. -- (ベーシック+ = Basic plus).",DG1/0242,,04,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,172516,4,20160604,140008
00050184733,TT21520560,"財政金融政策 / 土居丈朗著. -- 放送大学教育振興会, 2005.3. -- 296p : 挿図 ; 21cm. -- (放送大学大学院教材 ;  8930244-1-0511 . 政策経営プログラム . 経済政策 ; 2).",DG15/0125,,04,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館1F学閲放送大学,20160601,172523,4,20160620,192555
00150251415,TT22028640,"制御工学 : フィードバック制御の考え方 / 斉藤制海, 徐粒共著. -- 第2版. -- 森北出版, 2015.11. -- vi, 227p : 挿図 ; 22cm.",M131/0370,,04,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,172909,4,20160620,204512
00100050958,TT21774217,"グローバル気象学 / 廣田勇著. -- オンデマンド版. -- 東京大学出版会, 2009.11. -- ix, 148p : 挿図 ; 21cm. -- (気象の教室 / 浅井富雄, 松野太郎編 ; 1).",ME111/097,,02,学生,理学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,173150,4,20160622,161233
00110157175,TT21832990,"心理学ナヴィゲータ / 神田義浩 [ほか] 著. -- Ver.2. -- 北大路書房, 2011.3. -- vi, 228p ; 21cm.",SB21/0461,,01,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,173418,4,20160621,180301
00110398473,TT21764910,"20,000 leagues under the sea / Jules Verne ; retold by Fiona Beddall ; [book and CD pack], [book]. -- [book and audio CD pack ed.]. -- Pearson Education, 2008. -- iii, 27 p. : col. ill., col. maps ; 20 cm. + 1 sound disc. -- (Penguin readers ; Level 1).",KS61/19,[book and CD pack],01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders赤,20160601,173852,4,20160625,131633
00140300561,TT21765113,"Black beauty / Anna Sewell ; retold by John Davage ; [book], [book and CD pack]. -- Pearson Education, 2008. -- iv, 43 p. : ill. (chiefly col.) ; 20 cm. -- (Penguin readers ; level 2).",KS61/19,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,173857,4,20160625,131628
00140301081,TT21871116,"Barack Obama / Coleen Degnan-Veness. -- Pearson Education, 2011. -- iv, 27 p. : col. ill. ; 20 cm. -- (Penguin readers ; level 2).",KS61/19,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,173901,4,20160625,131629
00120299744,TT21765515,"The godfather / Mario Puzo ; retold by Chris Rice ; [book], [book and CD pack]. -- Pearson Education, 2008. -- vii, 61 p. : ill. ; 20 cm. -- (Penguin readers ; level 4).",KS61/19,,01,学生,経済学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders緑,20160601,174123,4,20160607,171943
03070024533,TT21640438,"An introduction to thermodynamics and statistical mechanics / Keith Stowe. -- 2nd ed. -- Cambridge university press, 2007. -- xiii, 556 p. : ill. ; 26 cm.",426.5/113/2007,,03,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,工学分館2F図書,20160601,174143,4,20160601,215658
02030010522,TT20335107,"Thermodynamics and statistical mechanics / Walter Greiner, Ludwig Neise, Horst St?cker ; [translator, Dirk Rischke] ; : us, : gw. -- Springer-Verlag, c1995. -- xii, 463 p. : ill. ; 24 cm. -- (Classical theoretical physics).",MC46/247,,03,学生,理学部,本館メインカウンター,本館メインカウンター,洋書,北青葉山分館1階図書,20160601,174144,4,20160807,160418
00110102532,TT21824882,"なぜ日本の若者は自立できないのか / 岡田尊司著. -- 小学館, 2010.12. -- 253p ; 19cm.",FA25/0419,,M1,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,174319,4,20160603,181426
00110348202,TT21864338,"二極化する若者と自立支援 : 「若者問題」への接近 / 宮本みち子, 小杉礼子編著 ; 岩田正美 [ほか執筆]. -- 明石書店, 2011.11. -- 186p ; 19cm.",EF81/0228,,M1,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,174326,4,20160622,181859
00990043760,TT21104514,"人を支える心の科学 / 松井豊, 浦光博編. -- 誠信書房, 1998.4. -- vii, 291p ; 20cm. -- (対人行動学研究シリーズ ; 7).",EC221/0225,,M1,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,174331,4,20160622,181855
01602868462,TT21469885,"Mathematical theories of economic growth / Edwin Burmeister, A. Rodney Dobell ; with a foreword by Robert M. Solow, and a contribution by Stephen J. Turnovsky. -- Macmillan, c1970. -- xx, 444 p. : ill. ; 24 cm. -- (The Macmillan series in economics).",VIF4-1/B80,,,学生,経済学部,本館メインカウンター,本館メインカウンター,洋書,本館書庫旧片平,20160601,174611,4,20160711,180315
00910308681,TT20163563,"インド的思考 / 前田専学著. -- 春秋社, 1991.10. -- viii, 205p ; 20cm.",HB151/027,,04,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,174915,4,20160613,121314
00080115990,TT21675481,"インド人の考えたこと : インド哲学思想史講義 / 宮元啓一著. -- 春秋社, 2008.2. -- x, 224p ; 20cm. -- (シリーズインド哲学への招待).",HB151/044,,04,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,174919,4,20160613,121316
00930151901,TT20143152,"インド思想論 / 高崎直道著. -- 法藏館, 1991.6. -- 408, xxxixp ; 22cm.",HB151/024,,04,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,174924,4,20160613,121311
00140349561,TT21988423,"Little women / by Louisa May Alcott ; : [CD pack]. -- Scholastic, c2010. -- 56 p. : col. ill. ; 20 cm. -- (Scholastic reader ; Level 1).",KS61/17,,01,学生,経済学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReadersオレンジ,20160601,174952,4,20160622,175555
00090165795,TT21741244,"傲慢な援助 / ウィリアム・イースタリー著 ; 小浜裕久, 織井啓介, 冨田陽子訳. -- 東洋経済新報社, 2009.9. -- xi, 449, 23p : 挿図 ; 22cm.",DE61/0201,,04,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,175216,4,20160602,180014
00110319891,TT21860517,"海外インフラ整備プロジェクトの形成 = Guideline for infrastructure development projects in developing countries / 藤野陽三 [ほか] 共著. -- 鹿島出版会, 2011.1. -- xii, 206p : 挿図 ; 22cm.",DE71/090,,04,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,175221,4,20160607,173758
00157010244,TT21995876,"国際社会で働く : 国連の現場から見える世界 / 嘉治美佐子著. -- NTT出版, 2014.9. -- 234p : 挿図 ; 19cm.",A157/056,,04,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,175226,4,20160602,180015
00880437742,TT20050274,"世界図絵 / J.A.コメニウス著 ; 井ノ口淳三訳. -- ミネルヴァ書房, 1988.5. -- iv, 197p ; 22cm.",FA5/0163,,D3,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,175304,4,20160619,140709
00150241614,TT22038131,"運動部活動の教育学入門 : 歴史とのダイアローグ / 神谷拓著. -- 大修館書店, 2015.12. -- xiv, 323p ; 21cm.",FC61/038,,D3,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,175310,4,20160619,140709
00140227395,TT21996481,"新しい教育原理 / 広岡義之編著. -- 第2版. -- ミネルヴァ書房, 2014.2. -- v, 231p : 挿図 ; 22cm.",FA1/0411,,D3,大学院生,教育学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,175316,4,20160619,140709
00011028920,TT21062838,"都市経済学 / 金本良嗣著. -- 東洋経済新報社, 1997.12. -- xi, 377p ; 22cm. -- (プログレッシブ経済学シリーズ).",EC121/0178,,,学生,経済学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,175330,4,20160617,125400
00060294100,TT21596785,"歴代判例判牘 / 楊一凡, 徐立志主編 ; 全12册 - 第12册. -- 中国社会科学出版社, 2005.12. -- 12册 ; 25cm.",AC8-771/011,第4册,D3,大学院生,文学部,本館メインカウンター,本館メインカウンター,和書,本館書庫BF1中・韓書別置,20160601,175747,4,20160719,160223
00120326752,TT21920207,"Carmilla / Joseph Sheridan Le Fanu ; retold by Jane Rollason ; [illustrations by David Belmonte] ; : [pack], : pbk. -- Pearson Education, 2011. -- iv, 76 p. : ill. ; 21 cm. + 1 CD-ROM & audio disc. -- (Penguin active reading ; level 3).",KS61/47,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,175901,4,20160602,175127
00870050924,TT20010733,"高度技術社会と人の生き方 / 森亘 [ほか] 著. -- 東京大学出版会, 1986.6. -- 307p ; 19cm. -- (東京大学公開講座 ; 43).",M57/031,,01,学生,法学部,本館メインカウンター,本館メインカウンター,和書,本館2F学閲,20160601,180220,4,20160623,184353
00150210850,TT22034684,"山月? / (日) 中?敦著 ; ?冰, ?志勇?. -- 中??局, 2013.5. -- 2, 270p ; 21cm. -- (OPEN : ?度?? . ????魂).",KH421/05,,,学生,工学部,本館メインカウンター,本館メインカウンター,和書,本館グローバル留学生用,20160601,180240,4,20160808,101840
00140356903,TT21865397,"Romeo and Juliet / William Shakespeare ; adapted by Nina Wegner. -- IBCパブリッシング, 2011.12. -- 118 p. ; 18 cm. -- (洋販ラダーシリーズ ; Level 2 (1300-word)).",KS61/25,,01,学生,工学部,本館メインカウンター,本館メインカウンター,洋書,本館グローバルReaders黄色,20160601,180340,4,20160612,164042
